REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ;REGISTRO_ANCINE_ASSOCIADO;AGENTE_ECONOMICO_ASSOCIADO;CNPJ_ASSOCIADO;RELACAO;DATA_ASSOCIACAO
27642;ARPOADOR AUDIOVISUAL LTDA;15.367.770/0001-44;50583;QUITANDA FILMES LTDA;38.010.243/0001-83;COLIGAÇÃO;22/02/2022
27644;EVA RANDOLPH ***********;17.853.969/0001-08;17617;SELVA ILIMITADA FILMES LTDA;11.948.352/0001-90;COLIGAÇÃO;14/09/2020
27682;AGÊNCIA ESPACIAL PRODUÇÕES E TRANSMISSÕES LTDA;01.642.718/0001-44;57459;AGENCIA ESPACIAL CONTEUDOS LTDA;37.127.488/0001-22;COLIGAÇÃO;19/02/2024
27684;F B PAIVA FILMES LTDA;14.435.527/0001-53;17557;ASTRONAUTAS FILMES LTDA;12.303.140/0001-18;COLIGAÇÃO;09/03/2023
27690;JOAO MARIA FIGUEIRA - EPP;19.714.848/0001-00;23783;STAFF FILMES LTDA;17.703.552/0001-69;COLIGAÇÃO;07/06/2018
27780;OVO EM PE CRIACAO DE CONTEUDOS LTDA-ME;14.215.157/0001-49;46455;LED PRODUÇÃO DE CONTEÚDOS LTDA;37.142.496/0001-48;COLIGAÇÃO;22/09/2025
27784;CELLULOID CINEVÍDEO LTDA;02.060.508/0001-00;37664;CRISTIANE SANTOS DE LEMOS;28.175.014/0001-65;COLIGAÇÃO;22/07/2022
27799;PUENTE PRODUÇÕES LTDA. ME;13.417.687/0001-07;12069;POINTER - PROGRAMAÇÃO VISUAL LTDA.;68.310.374/0001-47;COLIGAÇÃO;07/05/2019
27800;14.256.006 DANIEL CHOMA;14.256.006/0001-39;20373;A CÂMARA CLARA INSTITUTO DE MEMÓRIA E IMAGEM;09.047.330/0001-07;COLIGAÇÃO;22/12/2023
27801;SARAVÁ FILMES LTDA ME;10.825.940/0001-73;30067;RENATA DE TOLEDO RUDGE - ME;08.021.811/0001-80;COLIGAÇÃO;16/07/2025
27807;ENCOURAÇADO FILMES PRODUÇÕES LTDA - ME;57.813.040/0001-70;49170;ENTRE FILMES PRODUTORA DE CONTEÚDO AUDIOVISUAL LTDA;35.344.906/0001-08;COLIGAÇÃO;03/08/2021
27808;RODTAG PRODUTORA DE VIDEOS, FOTOGRAFIAS E TRANSPORTADORA LTDA;09.630.376/0001-54;26638;RODRIGO LIMA TAGLIARO;15.637.621/0001-58;COLIGAÇÃO;07/05/2019
27814;CINEMATOGRÁFICA LIMEIRA LTDA;17.360.792/0001-08;40317;CINE ELI BAHIA CINEMAS LTDA - EM RECUPERACAO JUDICIAL;30.096.740/0001-34;COLIGAÇÃO;04/02/2025
27814;CINEMATOGRÁFICA LIMEIRA LTDA;17.360.792/0001-08;3099;EMPRESA CINE SÃO LUIZ LTDA;17.066.754/0001-47;COLIGAÇÃO;29/04/2025
27814;CINEMATOGRÁFICA LIMEIRA LTDA;17.360.792/0001-08;36999;CINE ELI SP CINEMAS LTDA;27.676.231/0001-76;COLIGAÇÃO;31/01/2025
27814;CINEMATOGRÁFICA LIMEIRA LTDA;17.360.792/0001-08;44041;CINE ELI SERGIPE CINEMAS LTDA;30.456.242/0001-55;COLIGAÇÃO;31/01/2025
27814;CINEMATOGRÁFICA LIMEIRA LTDA;17.360.792/0001-08;38234;CINE ELI AMAZONAS CINEMAS LTDA - EM RECUPERAÇÃO JUDICIAL;28.619.116/0001-22;COLIGAÇÃO;21/05/2024
27814;CINEMATOGRÁFICA LIMEIRA LTDA;17.360.792/0001-08;29560;CINEMATOGRAFICA NORDESTE LTDA;21.599.452/0001-01;COLIGAÇÃO;13/01/2021
27835;STEFANIA REGIS NOGUEIRA;15.655.872/0001-65;24587;MARTE SERVICOS DE PRODUCOES CINEMATOGRAFICAS E ARTISTICAS LTDA - EPP;18.207.632/0001-96;COLIGAÇÃO;02/04/2024
27870;DOIDDO CORP. LTDA;20.010.297/0001-83;32707;RONEY B. GIACOMETTI - ME;18.680.641/0001-08;COLIGAÇÃO;06/05/2021
27879;BALTA & SILVA LTDA - ME;20.862.863/0001-85;46857;J D A DA SILVA;37.865.834/0001-70;COLIGAÇÃO;02/10/2020
27885;ASTURIA COMERCIO, PRODUCOES DE FILMES E EVENTOS LTDA - EPP;19.340.679/0001-96;40935;HILFER EVENTOS E PRODUÇOES LTDA – EPP;11.636.863/0001-76;COLIGAÇÃO;16/05/2024
27885;ASTURIA COMERCIO, PRODUCOES DE FILMES E EVENTOS LTDA - EPP;19.340.679/0001-96;53634;LUIDY PROPAGANDA, PRODUÇÕES LTDA;48.816.636/0001-32;COLIGAÇÃO;13/06/2023
27886;BECO DAS FLORES PRODUCOES ARTISTICAS LTDA;17.793.185/0001-31;59347;BRUTAL FILMES LTDA.;55.953.247/0001-14;COLIGAÇÃO;09/09/2024
27886;BECO DAS FLORES PRODUCOES ARTISTICAS LTDA;17.793.185/0001-31;1067;REGINALDO FARIAS PRODUÇÕES ARTÍSTICAS LTDA;39.527.494/0001-00;COLIGAÇÃO;15/09/2021
27902;LAS RAMBLAS EDITORA E PRODUÇÕES ARTÍSTICAS LTDA.;12.259.329/0001-50;6057;COMNIC - COMMÉDIA NACIONAL E INVENÇÕES CONTEMPORÂNEAS LTDA;68.621.952/0001-66;COLIGAÇÃO;14/09/2020
27905;BANZAI FILMES LTDA ME.;14.166.701/0001-00;52697;5 PRA 2 LTDA;12.312.761/0001-68;COLIGAÇÃO;23/09/2024
27908;SCRIPTONITA FILMS LTDA;08.246.267/0001-75;61050;MARIA-LEQUE PRODUÇÕES LTDA;58.403.796/0001-03;COLIGAÇÃO;17/02/2025
27912;CINEMAS USINA LIBERDADE LTDA;42.898.015/0001-69;1944;CINEMA ARTEPLEX LTDA.;04.969.463/0001-17;COLIGAÇÃO;14/08/2025
27912;CINEMAS USINA LIBERDADE LTDA;42.898.015/0001-69;1083;CIRCUITO CINEARTE LTDA;01.425.583/0001-65;COLIGAÇÃO;17/03/2023
27912;CINEMAS USINA LIBERDADE LTDA;42.898.015/0001-69;47328;CINESALA EXIBIÇÕES E EVENTOS LTDA;19.361.857/0001-65;COLIGAÇÃO;04/12/2020
27912;CINEMAS USINA LIBERDADE LTDA;42.898.015/0001-69;41991;ARTEPLEX DISTRIBUIDORA LTDA;31.694.954/0001-75;COLIGAÇÃO;20/02/2025
27912;CINEMAS USINA LIBERDADE LTDA;42.898.015/0001-69;3758;ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA;06.953.374/0001-08;COLIGAÇÃO;25/11/2021
27918;4 GATOS PINGADOS COMUNICAÇÃO E ARTES VISUAIS LTDA;09.143.204/0001-56;31387;POPLICOLA FILMES E ARTES VISUAIS LTDA ME;22.948.227/0001-04;COLIGAÇÃO;08/12/2020
27942;CASA AMARELA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA;20.520.970/0001-25;5203;DOCTV SERVICOS DE COMUNICACAO LTDA;07.393.924/0001-44;COLIGAÇÃO;12/01/2011
27943;CERCA GRANDE ENTRETENIMENTO LTDA.ME;04.329.263/0001-08;59409;SOLMEIODIA CREDITODE CARBONO & AUDIOVISUAL LTDA;55.287.079/0001-75;COLIGAÇÃO;12/09/2024
27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;2869;FEIRA PLEXCINE LTDA.;04.547.950/0001-91;COLIGAÇÃO;22/09/2025
27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;COLIGAÇÃO;20/10/2020
27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;2849;ITAIGARA PLEXCINE LTDA.;06.107.805/0001-15;COLIGAÇÃO;07/06/2018
27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;1229;EMPRESA CINE TEATRO TAMOIO LTDA;33.924.739/0001-49;COLIGAÇÃO;23/09/2016
27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;1240;CINEMAS PARIS ORIENT LTDA;86.985.587/0001-50;COLIGAÇÃO;30/08/2018
27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;2606;UCI-ORIENT LTDA;01.562.356/0001-81;COLIGAÇÃO;30/03/2022
27985;FILMERAMA PRODUCOES LTDA;17.514.352/0001-68;40636;RAPADURA ATÔMICA ESTÚDIO DE ANIMAÇÃO E JOGOS DIGITAIS LTDA;24.800.280/0001-80;COLIGAÇÃO;08/12/2023
27992;BROTHERS LICENCIADORA DE MARCAS E SERVIÇOS LTDA;16.972.426/0001-47;17369;TELO PRODUÇÕES ARTÍSTICAS LTDA;11.412.556/0001-01;COLIGAÇÃO;05/10/2021
28030;SAIGON FILMES LTDA;20.975.417/0001-87;30705;HANOI FILMES LTDA;22.529.278/0001-93;COLIGAÇÃO;18/12/2020
28030;SAIGON FILMES LTDA;20.975.417/0001-87;30514;SHANGAI FILMES LTDA EPP;22.529.149/0001-03;COLIGAÇÃO;13/11/2020
28047;EMELI PARTICIPAÇÕES EIRELI;19.409.378/0001-71;16321;EMPRESA DE CINEMAS FORTALEZA LTDA;10.785.710/0001-28;COLIGAÇÃO;20/07/2022
28047;EMELI PARTICIPAÇÕES EIRELI;19.409.378/0001-71;2836;EMPRESA SAO LUIZ DE CINEMAS LTDA - EM RECUPERACAO JUDICIAL;52.067.071/0001-05;COLIGAÇÃO;09/03/2023
28047;EMELI PARTICIPAÇÕES EIRELI;19.409.378/0001-71;2872;EMPRESA CENTERPLEX DE CINEMAS LTDA;00.812.310/0001-00;COLIGAÇÃO;31/01/2025
28047;EMELI PARTICIPAÇÕES EIRELI;19.409.378/0001-71;40317;CINE ELI BAHIA CINEMAS LTDA - EM RECUPERACAO JUDICIAL;30.096.740/0001-34;CONTROLE;04/02/2025
28047;EMELI PARTICIPAÇÕES EIRELI;19.409.378/0001-71;37601;CINE ELI PARAÍBA CINEMAS LTDA;28.492.489/0001-85;CONTROLE;27/02/2023
28047;EMELI PARTICIPAÇÕES EIRELI;19.409.378/0001-71;35977;MARANGUAPE CINEMAS LTDA - ME;26.791.315/0001-98;CONTROLE;20/06/2022
28055;ORLANDO DA COSTA MACENA JUNIOR - ME;07.427.355/0001-00;35375;CASTELO AUDIOVISUAL;17.780.219/0001-53;COLIGAÇÃO;20/06/2022
28057;M.Y.T PRODUÇÕES LTDA;20.643.686/0001-46;57373;CLAUDIA BEATRIZ LISBÔA FAGUNDES;37.168.441/0001-07;COLIGAÇÃO;06/02/2024
28057;M.Y.T PRODUÇÕES LTDA;20.643.686/0001-46;34739;MYTHAGO PRODUCOES CINEMATOGRAFICAS LTDA;20.415.496/0001-71;COLIGAÇÃO;14/05/2025
28065;IMAGINARIA ENTRETENIMENTOS LTDA;09.302.524/0001-01;51999;YAMA AUDIOVISUAL LTDA;37.976.647/0001-63;COLIGAÇÃO;23/11/2022
28065;IMAGINARIA ENTRETENIMENTOS LTDA;09.302.524/0001-01;17661;EF PRODUCOES ARTISTICAS LTDA;07.660.253/0001-30;COLIGAÇÃO;05/04/2023
28072;IHC ENTRETENIMENTO LTDA ME;16.568.285/0001-00;51981;IHC DISTRIBUIÇÃO CINEMATOGRÁFICA LTDA;41.866.471/0001-64;COLIGAÇÃO;01/09/2022
28088;ATACAMA PRODUCAO DE VIDEOS LTDA;18.773.409/0001-06;18764;APZ COMERCIO DE VIDEO LTDA - EPP;12.799.310/0001-05;COLIGAÇÃO;04/03/2013
28088;ATACAMA PRODUCAO DE VIDEOS LTDA;18.773.409/0001-06;4341;ZAP RIO PRETO COMERCIO E VIDEO PRODUÇÕES LTDA - EPP;07.430.780/0001-59;COLIGAÇÃO;07/06/2018
28098;ARTEMIDIA MARKETING CULTURAL LTDA ¿ ME;01.923.694/0001-00;28615;ARTE ENSAIO EDITORA LTDA;05.083.179/0001-01;COLIGAÇÃO;24/01/2025
28099;MARCELO MARTINS RODRIGUES PRODUÇÕES - EPP;21.024.006/0001-79;4100;MM VÍDEO PRODUÇÕES COMÉRCIO IMPORTAÇÃO EXPORTAÇÃO LTDA;59.580.829/0001-53;COLIGAÇÃO;28/08/2013
28115;MARCO & MÁRIO PROMOÇÕES ARTÍSTICAS LTDA.;10.416.186/0001-18;45396;MARIO PRODUCOES ARTISTICAS EIRELI - ME;20.791.756/0001-03;COLIGAÇÃO;29/04/2025
28125;CERRADO INCORPORADORA E PRESTADORA DE SERVIÇOS LTDA;05.520.899/0001-97;33385;F.D.SILVEIRA - PRODUTORA AUDIOVISUAL E CULTURAL - ME;24.754.642/0001-44;COLIGAÇÃO;05/08/2021
28136;COMUNICAÇÃO E MÍDIA PRODUÇÕES LTDA;21.118.853/0001-00;26840;COMUNICAÇÃO E MÍDIA PRODUÇÕES LTDA;06.097.456/0001-06;COLIGAÇÃO;11/07/2019
28154;FELIPE CELSO BALISTA PRODUÇÃO DE VÍDEO - ME;21.244.468/0001-00;17210;BALAIO PRODUCAO DE VIDEO LTDA ME;10.924.794/0001-33;COLIGAÇÃO;18/09/2025
28154;FELIPE CELSO BALISTA PRODUÇÃO DE VÍDEO - ME;21.244.468/0001-00;17884;BALISTA E SANTOS LTDA;12.323.026/0001-50;COLIGAÇÃO;18/09/2025
28161;QPA QUITANDA PRODUÇÕES ARTÍSTICAS LTDA;05.849.284/0001-09;4590;SARAPUÍ PRODUÇÕES ARTÍSTICAS LTDA;03.938.996/0001-79;COLIGAÇÃO;19/10/2020
28169;PLATAFORMAZERO FILMES LTDA;14.752.101/0001-23;60898;CHINELADA STUDIO DE PRODUÇÕES CINEMATOGRAFICAS LTDA;58.533.293/0001-52;COLIGAÇÃO;04/02/2025
28172;INSIDE PRODUÇÕES LTDA ME;10.272.602/0001-51;52985;REGIONAL NEWS PRODUÇÕES LTDA;45.721.852/0001-06;COLIGAÇÃO;13/03/2023
28196;BLUES CONTENT PRODUÇÕES LTDA.;20.110.412/0001-91;37260;ESTUDIO XIRU PRODUTORA LTDA - EPP;28.175.534/0001-78;COLIGAÇÃO;18/10/2023
28207;RILDO SILVA JUNIOR;17.968.935/0001-69;15840;104 FILMES LTDA;10.476.770/0001-69;COLIGAÇÃO;17/12/2019
28210;R2 AGENCIAMENTO DE ESPAÇOS PARA PUBLICIDADE;15.114.623/0001-62;38404;CANINOPOLIS PRODUCOES AUDIOVISUAIS LTDA - ME;23.883.894/0001-00;COLIGAÇÃO;08/01/2024
28217;GAZ PRODUCOES EM CINE E VIDEO LTDA-ME;08.325.648/0001-40;43154;ELI TADEU GASPAR ZANCHETTA ME;32.922.642/0001-34;COLIGAÇÃO;24/01/2025
28232;SCUBIDU PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA. ME;09.131.587/0001-42;24685;BRASIL, MÚSICA & ARTES - BM&A;04.723.989/0001-12;COLIGAÇÃO;10/03/2021
28276;AURIN PRODUÇÕES;09.533.276/0001-00;101;TVSBT CANAL 4 DE SAO PAULO S/A;45.039.237/0001-14;COLIGAÇÃO;01/12/2025
28285;SOUND PRODUCTION LTDA;03.133.184/0001-56;4851;PLAY IT AGAIN CRIAÇÕES E PRODUÇÕES LTDA;55.795.132/0001-49;COLIGAÇÃO;17/07/2020
28288;TERRA BRASILIA COMUNICAÇÃO;10.199.150/0001-20;38632;ANA MENDES;27.976.094/0001-95;COLIGAÇÃO;21/03/2023
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;46087;JOSUE'S CINE SANTA CRUZ LTDA;36.187.298/0001-38;COLIGAÇÃO;22/12/2023
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;20441;CINE CANASTRA LTDA;14.583.558/0001-51;COLIGAÇÃO;22/09/2025
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;19845;JOSUÉ´S CINE SAMONTE LTDA.;13.067.326/0001-88;COLIGAÇÃO;22/09/2025
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;34841;JONASCE LTDA.- ME;00.977.351/0001-57;COLIGAÇÃO;01/09/2022
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;COLIGAÇÃO;21/12/2023
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;16897;JOSUÉ´S CINE HOTEL FAZENDA SOBRADINHO LTDA-ME;11.571.077/0001-38;COLIGAÇÃO;01/09/2022
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;17776;JOSUE'S CINE SHOPPING LTDA;11.122.144/0001-37;COLIGAÇÃO;08/12/2020
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;45996;JOSUÉ´S CINE ARCOS LTDA.;33.564.975/0001-00;COLIGAÇÃO;22/10/2025
28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;COLIGAÇÃO;21/11/2024
28345;CINE PRODUTORA E DISTRIBUIDORA DE CONTEÚDO LTDA;21.255.287/0001-70;1578;CINE CINEMATOGRÁFICA LTDA;00.445.787/0001-03;COLIGAÇÃO;19/05/2021
28348;FIT PRODUÇÕES E EVENTOS LTDA;12.592.628/0001-02;34864;FIT PRODUÇÕES AUDIOVISUAL EIRELI;25.194.120/0001-06;COLIGAÇÃO;20/06/2022
28350;RADIAL PRODUÇÕES;21.331.463/0001-06;25361;RAUL VEIGA DIAS ALVES;12.892.937/0001-06;COLIGAÇÃO;09/03/2020
28376;FILMES DEMODE LTDA ME;18.975.792/0001-85;3868;HORA H PRODUÇÕES DE SOM E VIDEO LTDA.;07.296.919/0001-13;COLIGAÇÃO;18/04/2024
28388;DOIS MAIS IDEIAS PRODUCAO E CRIACAO DE CONTEUDO LTDA;20.723.878/0001-62;54230;SUYAN MARIOTTI PRODUÇÕES LTDA;51.095.256/0001-60;COLIGAÇÃO;31/07/2023
28393;AMIRSOVA PRODUÇÕES AUDIOVISUAIS LTDA;20.741.814/0001-94;1569;VSRM ARTES GRAFICAS LTDA;05.855.758/0001-25;COLIGAÇÃO;16/07/2024
28420;JUAREZ FERREIRA DA SILVA FILMES;20.140.395/0001-35;14494;TVJ VIDEO PRODUCOES LTDA;10.214.276/0001-26;COLIGAÇÃO;09/05/2024
28464;CINE A MARABA LTDA;21.160.773/0001-05;15833;CINE A LTDA;10.894.937/0001-01;COLIGAÇÃO;14/01/2025
28464;CINE A MARABA LTDA;21.160.773/0001-05;3227;CINE A BRAGANCA PAULISTA LTDA;41.861.923/0001-15;COLIGAÇÃO;16/07/2025
28472;PEDRO HENRIQUE LONGHI - ME;03.523.253/0001-38;15117;TELOS EMPREENDIMENTOS CULTURAIS LTDA;07.623.232/0001-45;COLIGAÇÃO;08/10/2019
28500;JMF CONSULTORIA E PARTICIPACOES EIRELI;18.636.680/0001-08;24698;CESNIK, QUINTINO, SALINAS, FITTIPALDI & VALERIO ADVOGADOS;03.281.691/0001-37;COLIGAÇÃO;20/08/2024
28500;JMF CONSULTORIA E PARTICIPACOES EIRELI;18.636.680/0001-08;63733;ANIMUS CONSULTORIA EM PROJETOS CULTURAIS, ESPORTIVOS E AMBIENTAIS LTDA.;09.137.136/0001-12;COLIGAÇÃO;17/11/2025
28501;LIMONADA AUDIOVISUAL LTDA - ME;21.170.680/0001-61;54205;MARIA BONITA FILMES LTDA;51.099.235/0001-13;COLIGAÇÃO;02/01/2025
28509;OITI FILMES LTDA;20.702.362/0001-31;37242;OLHAR DISTRIBUICAO DE FILMES LTDA;28.083.221/0001-90;COLIGAÇÃO;01/03/2024
28528;J DE O SERRA PRODUÇÕES;20.441.450/0001-27;63746;1 FRAME FILMES, PUBLICIDADE, VFX E CONSULTORIA LTDA;61.777.501/0001-73;COLIGAÇÃO;18/11/2025
28540;FAROL VIDEOS CINEPOS LTDA -EPP;11.049.658/0001-04;53130;FAROL POSPRODUÇÃO CINEMATOGRAFICA LTDA;43.996.795/0001-42;COLIGAÇÃO;05/04/2023
28540;FAROL VIDEOS CINEPOS LTDA -EPP;11.049.658/0001-04;487;CONTEUDO F COMUNICACAO LTDA;01.699.444/0001-20;COLIGAÇÃO;23/06/2022
28547;BASE LIVRE FILMES LTDA. - ME;20.278.597/0001-48;58576;REALIZE CONTENT LTDA;36.535.994/0001-98;COLIGAÇÃO;27/09/2024
28561;C A VIEIRA LEMOS E CIA LTDA;20.334.881/0001-94;42975;MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA;33.296.719/0001-70;COLIGAÇÃO;24/01/2025
28561;C A VIEIRA LEMOS E CIA LTDA;20.334.881/0001-94;37280;LEMOS & MORAIS LTDA - ME;28.230.884/0001-90;COLIGAÇÃO;07/10/2022
28561;C A VIEIRA LEMOS E CIA LTDA;20.334.881/0001-94;17628;C.A.V. LEMOS;08.913.231/0001-06;COLIGAÇÃO;24/01/2025
28561;C A VIEIRA LEMOS E CIA LTDA;20.334.881/0001-94;38236;C A V LEMOS E CIA LTDA - ME;14.717.191/0001-11;COLIGAÇÃO;09/03/2023
28561;C A VIEIRA LEMOS E CIA LTDA;20.334.881/0001-94;47830;MOBI CINE GURUPI LTDA;38.410.834/0001-48;COLIGAÇÃO;01/03/2021
28561;C A VIEIRA LEMOS E CIA LTDA;20.334.881/0001-94;53478;CARVALHO E CIA LTDA;47.456.102/0001-80;COLIGAÇÃO;24/05/2023
28569;CINEMATOGRAFICA AMERABA LTDA;10.848.472/0001-52;1520;ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA;04.510.201/0001-90;COLIGAÇÃO;08/10/2019
28587;ADLER ZAMBELLI COMPRI - EPP;19.222.545/0001-70;22027;EFFECTU FILMES PRODUÇÕES LTDA - ME;04.972.406/0001-97;COLIGAÇÃO;10/08/2017
28604;ASSOCIAÇÃO CULTURAL VENTO FORTE;20.710.618/0001-52;21558;8U PRODUTORA E DISTRIBUIDORA DE FILMES LTDA;07.573.802/0001-30;COLIGAÇÃO;27/02/2023
28615;ARTE ENSAIO EDITORA LTDA;05.083.179/0001-01;28098;ARTEMIDIA MARKETING CULTURAL LTDA ¿ ME;01.923.694/0001-00;COLIGAÇÃO;17/12/2019
28617;ASSOCIAÇÃO DE TELEVISÃO DAS UNIVERSIDADES DO RIO DE JANEIRO - UTV;02.833.278/0001-75;16020;COMPANHIA CINEMATOGRÁFICA FILMI DI LUZZI PRODUÇÕES ARTÍSTICAS LTDA;09.456.031/0001-26;COLIGAÇÃO;30/08/2018
28619;DAC AUDIOVISUAL LTDA;14.572.298/0001-19;41882;AN PRODUÇÕES CULTURAIS;04.848.978/0001-69;COLIGAÇÃO;11/06/2024
28636;LUIS CARONE BLUMENFELD -ME;18.151.953/0001-16;19963;JONATHAN POST FILMES LTDA;14.173.808/0001-85;COLIGAÇÃO;07/06/2018
28644;OMJ PRODUCOES AUDIOVISUAIS E COMUNICACAO LTDA;21.464.927/0001-52;44115;FUNDACAO DE CULTURA, TURISMO E ESPORTES DE CAMARAGIBE;01.947.273/0001-00;COLIGAÇÃO;24/01/2025
28660;CLARO S.A.;40.432.544/0001-47;39859;TELMEX DO BRASIL S.A.;02.667.694/0001-40;CONTROLE;16/05/2024
28660;CLARO S.A.;40.432.544/0001-47;15599;EMBRATEL TVSAT TELECOMUNICACOES SA;09.132.659/0001-76;COLIGAÇÃO;04/11/2021
28660;CLARO S.A.;40.432.544/0001-47;43941;CLARO NXT TELECOMUNICAÇÕES S.A.;66.970.229/0001-67;CONTROLE;24/12/2021
28670;HARPIA COMERCIO E SERVICOS LTDA - ME;13.219.082/0001-01;60185;OG MARCELO CERQUEIRA SANTOS;57.059.692/0001-60;COLIGAÇÃO;26/11/2024
28671;ABRAVA PRODUCOES ARTISTICAS LTDA;08.057.858/0001-02;3077;TELEVISAO SOROCABA LTDA;53.653.945/0001-79;COLIGAÇÃO;04/03/2013
28683;CENTRO OESTE COMUNICACAO LTDA;21.037.391/0001-99;19099;DOIS TOM COMUNICAÇÃO, PRODUÇÃO E EVENTOS LTDA;07.350.086/0001-21;COLIGAÇÃO;21/03/2023
28683;CENTRO OESTE COMUNICACAO LTDA;21.037.391/0001-99;4653;SET PRODUTORA PRODUÇÕES E EVENTOS LTDA ME;02.386.149/0001-86;COLIGAÇÃO;12/07/2024
28685;DOL-INTERMEDIAÇÃO DE NEGÓCIOS, PORTAL DE INTERNET, GRÁFICA, EDITORA E PUBLICIDADE, PROMOÇÕES E EVENTOS LTDA.;14.010.848/0001-06;43528;SISTEMA CLUBE DO PARA DE COMUNICAÇÃO LTDA;22.924.294/0001-80;COLIGAÇÃO;04/07/2025
28703;AÇÃO VÍDEO PUBLICIDADE E PROPAGANDA LTDA - ME;21.268.656/0001-60;20553;MM MUNIZ VILA VERDE - AÇÃO VIDEO LTDA;12.075.857/0001-50;COLIGAÇÃO;21/10/2022
28722;J.A.C DOS PASSOS PRODUÇÕES ME;12.673.684/0001-71;39867;PHONO PRODUÇÕES E CONTEÚDO LTDA;30.259.734/0001-50;COLIGAÇÃO;18/04/2024
28731;LIZARD-VIDEOGRAFISMO E DESIGN LTDA ME;11.596.007/0001-34;42013;IURI MOREIRA LOPES ***********;24.539.839/0001-60;COLIGAÇÃO;19/09/2024
28751;BRASIL MN MANCHETE EDITORA EIRELI;05.456.336/0001-87;30117;BRASIL/MN MANCHETE PRODUÇÕES LTDA.;22.194.341/0001-88;COLIGAÇÃO;17/07/2020
28763;CAZUÁ PRODUÇÕES CULTURAS LTDA ME;21.560.224/0001-28;46999;LUCIANA L OPERTI PRODUÇÕES CINEMATOGRÁFICAS LTDA ME;37.666.819/0001-00;COLIGAÇÃO;21/10/2020
28769;NATUREZA IMAGENS EIRELI ME;15.130.200/0001-36;13226;HYDROSPHERA PRODUÇÕES LTDA.;04.524.792/0001-54;COLIGAÇÃO;17/07/2020
28787;CANARINHO PRESS PRODUCAO JORNALISTICA LTDA;15.246.884/0001-36;47868;NHO PUBLICIDADE E MARKETING;39.313.941/0001-10;COLIGAÇÃO;04/05/2021
28791;INSTITUTO ODEON;02.612.590/0001-39;32204;BOA VISTA PRODUCOES LTDA;21.673.971/0001-72;COLIGAÇÃO;02/10/2023
28839;KUTUCO EDITORA E PRODUTORA CULTURAL LTDA;11.228.775/0001-35;35723;PAULO DE MORAIS ***********;24.662.752/0001-86;COLIGAÇÃO;20/06/2022
28841;CLINT STUDIO LTDA ME;12.594.399/0001-65;59418;CLINT STUDIO LTDA;43.806.079/0001-55;COLIGAÇÃO;13/09/2024
28845;B12 FILMES PRODUCOES AUDIOVISUAIS LTDA;14.237.757/0001-08;62402;MAKE ME PROUD FILMES LTDA;60.725.998/0001-13;COLIGAÇÃO;30/06/2025
28847;I DE VASCONCELOS BATISTA EPP;21.442.414/0001-40;54125;LED PRODUCOES LTDA;48.866.394/0001-91;COLIGAÇÃO;21/07/2023
28862;FILMART PRODUCAO AUDIO VISUAL EIRELI;21.488.286/0001-76;50909;ARTFILMS PRODUCAO AUDIO VISUAL LTDA;45.474.328/0001-88;COLIGAÇÃO;05/04/2022
28893;SALVATORE FILMES LTDA;18.883.243/0001-80;59359;SALVA STUDIO FILMES PUBLICITARIOS LTDA;45.442.625/0001-41;COLIGAÇÃO;10/09/2024
28906;BEND'LEVE FILMES LTDA - ME;21.487.249/0001-43;24974;BRUNO HENRIQUE DA SILVA PRODUÇÕES;09.652.690/0001-38;COLIGAÇÃO;10/10/2018
28911;CARAMBOLA PRODUÇÕES ARTÍSTICAS;17.683.769/0001-54;44116;CARAMBOLA PRODUÇÃO DE FILMES LTDA;34.087.285/0001-61;COLIGAÇÃO;22/02/2022
